発表日,内容,部局,リンクURL,対象期間,年,月
2025年9月9日,2025年日本国際博覧会 期間展示とステージ発表のお知らせ,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu06_02000460.html,2025年9月,2025,9
2025年9月8日,令和7年9月2日からの大雨による被害に係る普通交付税（11月定例交付分）の繰上げ交付,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000378_00011.html,2025年9月,2025,9
2025年9月5日,家計調査報告（二人以上の世帯）2025年（令和7年）7月分,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei07_01000275.html,2025年9月,2025,9
2025年9月5日,第25回日韓内政関係者セミナーの開催,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei05_02000240.html,2025年9月,2025,9
2025年9月5日,令和7年度「救急の日」及び「救急医療週間」,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001095.html,2025年9月,2025,9
2025年9月5日,携帯電話端末の販売価格に関する注意喚起,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban08_03000446.html,2025年9月,2025,9
2025年9月5日,令和7年台風第12号による被害に係る普通交付税（11月定例交付分）の繰上げ交付,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000378_00012.html,2025年9月,2025,9
2025年9月5日,令和7年度震災復興特別交付税の9月交付額の決定,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000405.html,2025年9月,2025,9
2025年9月4日,「電気通信事業分野における競争状況等の調査及び評価の実施に関する方針（案）」 に対する情報通信行政・郵政行政審議会からの答申,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban02_02000566.html,2025年9月,2025,9
2025年9月30日,電話に関するユニバーサルサービス制度に基づく交付金の額及び交付方法の認可並びに負担金の額及び徴収方法の認可に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban07_02000084.html,2025年9月,2025,9
2025年9月30日,令和6年度決算に基づく健全化判断比率等の概要（速報）,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei07_02000425.html,2025年9月,2025,9
2025年9月30日,「宿泊税」の新設,自治税務局,https://www.soumu.go.jp/menu_news/s-news/01zeimu02_02000430.html,2025年9月,2025,9
2025年9月30日,電気通信事業会計規則の一部を改正する省令案に対する意見募集の実施,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban02_02000568.html,2025年9月,2025,9
2025年9月30日,令和7年度9月期における地方譲与税譲与金の譲与,自治税務局,https://www.soumu.go.jp/menu_news/s-news/01zeimu02_02000429.html,2025年9月,2025,9
2025年9月30日,データサイエンス・オンライン講座 「社会人のためのデータサイエンス演習」のリニューアル開講,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei09_01000098.html,2025年9月,2025,9
2025年9月30日,令和7年9月30日付 総務省人事,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02001108.html,2025年9月,2025,9
2025年9月30日,総務省顧問の発令,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02001106.html,2025年9月,2025,9
2025年9月30日,令和6年度地方公営企業等決算の概要,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei06_02000332.html,2025年9月,2025,9
2025年9月30日,危険物の規制に関する規則の一部を改正する省令（案）等に対する意見公募の結果及び改正省令等の公布,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001104.html,2025年9月,2025,9
2025年9月30日,令和6年度都道府県普通会計決算の概要（速報）,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei07_02000426.html,2025年9月,2025,9
2025年9月30日,令和6年度市町村普通会計決算の概要（速報）,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei07_02000433.html,2025年9月,2025,9
2025年9月30日,電気通信事業法施行規則等の一部改正に関する意見募集 （第二種指定電気通信設備制度に係る状況変化等を踏まえた規定の整備）,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000996.html,2025年9月,2025,9
2025年9月30日,電気通信事業法施行規則等の一部改正に関する意見募集 （新リース会計基準等の公表等を踏まえた規定の整備）,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000997.html,2025年9月,2025,9
2025年9月30日,電気通信事業法施行規則等の一部改正に関する意見募集（番号案内機能の廃止等を踏まえた規定の整備）,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000998.html,2025年9月,2025,9
2025年9月2日,令和7年度一般会計予備費の使用に伴う地方負担への対応,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000403.html,2025年9月,2025,9
2025年9月2日,「広域リージョン連携推進要綱」の制定,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000360.html,2025年9月,2025,9
2025年9月29日,浄化槽行政に関する調査 ＜勧告に対する改善措置状況（1回目のフォローアップ）の概要＞,行政評価局,https://www.soumu.go.jp/menu_news/s-news/hyouka_250929000184793.html,2025年9月,2025,9
2025年9月29日,郵便貯金資産・簡易生命保険資産の地方公共団体貸付に関する利率見直し後の適用利率,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu16_02000075.html,2025年9月,2025,9
2025年9月26日,2020年基準 消費者物価指数 東京都区部 2025年(令和7年)9月分(中旬速報値),統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei08_01000324.html,2025年9月,2025,9
2025年9月26日,ふるさと納税の対象となる地方団体の指定の取消し,自治税務局,https://www.soumu.go.jp/menu_news/s-news/01zeimu04_02000150.html,2025年9月,2025,9
2025年9月26日,ふるさと納税指定制度に係る総務大臣の指定,自治税務局,https://www.soumu.go.jp/menu_news/s-news/01zeimu04_02000151.html,2025年9月,2025,9
2025年9月26日,日本郵便株式会社に対する行政指導,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu14_02000164.html,2025年9月,2025,9
2025年9月26日,eシールに係る総務大臣認定認証業務に関する調査,サイバーセキュリティ統括官室,https://www.soumu.go.jp/menu_news/s-news/01cyber01_02000001_00257.html,2025年9月,2025,9
2025年9月26日,電気通信サービスの契約数及びシェアに関する四半期データの公表 （令和7年度第1四半期（6月末））,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban04_02000268.html,2025年9月,2025,9
2025年9月26日,NTT西日本株式会社の分割の決議の認可,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban02_02000567.html,2025年9月,2025,9
2025年9月26日,政党交付金の返還,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei18_02000199.html,2025年9月,2025,9
2025年9月26日,令和6年分政党交付金使途等報告書等の概要,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei18_02000200.html,2025年9月,2025,9
2025年9月25日,「特定電気通信による情報の流通によって発生する権利侵害等への対処に関する法律第26条に関するガイドライン」（改定案）に対する意見募集の結果及び改定したガイドラインの公表（違法オンラインカジノ対策）,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu02_02000456.html,2025年9月,2025,9
2025年9月25日,令和6年度補正予算「データセンター等の地方分散によるデジタルインフラ強靭化事業」に係る基金設置法人による間接補助事業者の採択,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban04_02000267.html,2025年9月,2025,9
2025年9月25日,令和7年度消防設備関係功労者等に係る消防庁長官表彰,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001101.html,2025年9月,2025,9
2025年9月24日,令和7年8月の熱中症による救急搬送状況,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001103.html,2025年9月,2025,9
2025年9月24日,令和7年9月2日からの大雨による被害に係る普通交付税（11月定例交付分）の繰上げ交付,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000378_00016.html,2025年9月,2025,9
2025年9月24日,オンラインカジノに係るアクセス抑止の在り方に関する検討会 中間論点整理（案）についての意見募集の結果の公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban18_01000271.html,2025年9月,2025,9
2025年9月24日,「サービス産業動態統計調査」2025年（令和7年）7月分（速報）,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei05_01000321.html,2025年9月,2025,9
2025年9月22日,行政通則法的観点からのAI利活用調査研究会 中間整理の公表,行政管理局,https://www.soumu.go.jp/menu_news/s-news/01gyokan06_02000077.html,2025年9月,2025,9
2025年9月22日,第28回万国郵便大会議の結果,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu14_02000163.html,2025年9月,2025,9
2025年9月22日,交通安全対策特別交付金の交付決定（令和7年度9月期）,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei04_02000178.html,2025年9月,2025,9
2025年9月1日,フィッシングメール対策の強化に関する要請,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban18_01000260.html,2025年9月,2025,9
2025年9月1日,令和7年度 特定地域づくり事業推進交付金の交付決定(第6回),自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei09_02000173.html,2025年9月,2025,9
2025年9月1日,「ネットワークのIP化に対応した電気通信設備に係る技術的条件」に関する 情報通信審議会からの一部答申,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban05_02000379.html,2025年9月,2025,9
2025年9月1日,危険物の規制に関する規則の一部を改正する省令（案）に対する意見公募,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001094.html,2025年9月,2025,9
2025年9月1日,令和7年度普通交付税及び地方特例交付金の9月交付,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei04_02000177.html,2025年9月,2025,9
2025年9月1日,無線局の免許状等のデジタル化等,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban09_02000552.html,2025年9月,2025,9
2025年9月19日,令和7年度消防防災科学技術賞受賞作品の決定,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001097.html,2025年9月,2025,9
2025年9月19日,特定信書便事業の現況,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu17_02000126.html,2025年9月,2025,9
2025年9月19日,無線設備規則等の一部を改正する省令案等に係る意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000732.html,2025年9月,2025,9
2025年9月19日,5Gの整備状況（令和6年度末）の公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000731.html,2025年9月,2025,9
2025年9月19日,電波法関係審査基準の一部を改正する訓令案に係る意見募集の結果の公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban13_02000126.html,2025年9月,2025,9
2025年9月19日,10月は「木材利用促進月間」です,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei01_02000361.html,2025年9月,2025,9
2025年9月19日,「地上基幹放送の中継局を廃止する際の視聴継続措置の実施及び 公表義務に関する望ましい対応についてのガイドライン」の公表,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu11_02000159.html,2025年9月,2025,9
2025年9月19日,万国郵便連合（UPU）国際事務局長選挙の結果,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu15_02000056.html,2025年9月,2025,9
2025年9月19日,2020年基準 消費者物価指数 全国 2025年(令和7年)8月分,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei08_01000323.html,2025年9月,2025,9
2025年9月18日,「火災予防分野における技術カタログ」に掲載する 新たな点検技術の公募,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001102.html,2025年9月,2025,9
2025年9月18日,「統計データ・グラフフェア」の開催,政策統括官（統計制度担当）,https://www.soumu.go.jp/menu_news/s-news/01toukatsu01_02000252.html,2025年9月,2025,9
2025年9月17日,政治資金監査に関する具体的な指針（政治資金監査マニュアル） の改定（案）に対する意見募集の結果,政治資金適正化委員会,https://www.soumu.go.jp/menu_news/s-news/01shingi01_02000073.html,2025年9月,2025,9
2025年9月17日,「社会課題の解決に向けたメタバース導入の手引き」の公表,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu20_02000001_00017.html,2025年9月,2025,9
2025年9月17日,「安心・安全なメタバースの実現に関する研究会」報告書2025及び意見募集の結果の公表,情報通信政策研究所,https://www.soumu.go.jp/menu_news/s-news/01iicp01_02000127.html,2025年9月,2025,9
2025年9月17日,令和4年7月10日執行の参議院比例代表選出議員選挙における欠員による繰上補充の選挙会において決定された事項,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei15_02000464.html,2025年9月,2025,9
2025年9月17日,令和6年10月27日執行の衆議院比例代表選出議員選挙東北選挙区における欠員による繰上補充の選挙会において決定された事項,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei15_02000463.html,2025年9月,2025,9
2025年9月17日,「デジタル空間における情報流通の諸課題への対処に関する検討会 中間取りまとめ」及び意見募集の結果の公表,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu02_02000451.html,2025年9月,2025,9
2025年9月16日,2025年電磁界の健康影響に関する国際コーディネート会合の開催,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban16_02000372.html,2025年9月,2025,9
2025年9月16日,夕張市財政再生計画の変更の同意,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei07_02000422.html,2025年9月,2025,9
2025年9月16日,令和7年度過疎地域持続的発展優良事例表彰における総務大臣賞及び全国過疎地域連盟会長賞の選定,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei10_02000119.html,2025年9月,2025,9
2025年9月16日,第6回中央選挙管理会において決定された事項,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei15_02000461.html,2025年9月,2025,9
2025年9月16日,通信履歴の保存の在り方に関する要請の実施,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban18_01000270.html,2025年9月,2025,9
2025年9月14日,統計トピックスNo.146 統計からみた我が国の高齢者,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei02_01000020.html,2025年9月,2025,9
2025年9月12日,令和7年分政党交付金の変更決定等,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei18_02000198.html,2025年9月,2025,9
2025年9月12日,小売物価統計調査規則の一部を改正する省令案に関する意見募集,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei08_01000322.html,2025年9月,2025,9
2025年9月12日,「広域大規模災害を想定した放送サービスの維持・確保方策の充実・強化検討チーム 取りまとめ」及び意見募集の結果の公表,情報通信政策局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu11_02000160.html,2025年9月,2025,9
2025年9月12日,革新的情報通信技術（Beyond 5G（6G））基金事業 令和7年度電波有効利用研究開発プログラムの公募,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/02tsushin03_04000629.html,2025年9月,2025,9
2025年9月12日,消防分野における最新技術活用検証事業に係る情報提供依頼（RFI）,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001099.html,2025年9月,2025,9
2025年9月12日,令和7年防災功労者内閣総理大臣表彰（消防関係）,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001100.html,2025年9月,2025,9
2025年9月12日,懲戒処分の公表,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo01_02001105.html,2025年9月,2025,9
2025年9月12日,電波法関係審査基準の一部を改正する訓令案に係る意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban12_02000174.html,2025年9月,2025,9
2025年9月12日,「接続料の算定等に関する研究会」第九次報告書の公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000995.html,2025年9月,2025,9
2025年9月12日,「情報アクセシビリティ好事例2025」候補機器・サービスの募集,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu05_02000178.html,2025年9月,2025,9
2025年9月11日,「社会環境の変化に対応した電波有効利用の推進の在り方」に関する 情報通信審議会からの一部答申,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban16_02000371.html,2025年9月,2025,9
2025年9月11日,電波法施行規則の一部を改正する省令案等に対する意見募集の結果及び電波監理審議会からの答申,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban15_02000304.html,2025年9月,2025,9
2025年9月11日,周波数再編アクションプラン（令和7年度版）（案）に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban09_02000557.html,2025年9月,2025,9
2025年9月11日,基幹放送用周波数使用計画の一部を変更する告示案に係る意見募集の結果及び電波監理審議会からの答申,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu08_02000327.html,2025年9月,2025,9
2025年9月11日,令和7年台風第15号等に伴う災害に係る普通交付税（11月定例交付分）の繰上げ交付,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000378_00015.html,2025年9月,2025,9
2025年9月11日,令和6年度民間放送事業者の収支状況,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu09_02000369.html,2025年9月,2025,9
2025年9月11日,弾道ミサイルを想定した住民避難訓練の実施,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001098.html,2025年9月,2025,9
2025年9月10日,「AIセキュリティ分科会」の開催,サイバーセキュリティ統括官室,https://www.soumu.go.jp/menu_news/s-news/01cyber01_02000001_00249.html,2025年9月,2025,9
2025年9月10日,5.8GHz帯特定実験試験局の使用可能地域に関するニーズ調査,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban09_02000554.html,2025年9月,2025,9
2025年9月10日,令和7年度「先進的設備等を活用した放送コンテンツ製作促進事業」 に係る事業実施団体（間接補助事業者）の公募結果,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu04_02000240.html,2025年9月,2025,9
2025年9月10日,新世代モバイル通信システム委員会報告（案）に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000730.html,2025年9月,2025,9
2025年9月10日,ICTサービスの利用を巡る諸問題に対する利用環境整備に関する報告書（案）についての意見募集の結果の公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban18_01000268.html,2025年9月,2025,9
2025年9月10日,被災地に対する人的支援に関する総務大臣書簡の発出,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei11_02000248.html,2025年9月,2025,9
2025年8月8日,令和6年度補正予算「デジタル活用支援推進事業」の公募に係る採択の結果（地域連携型（オンラインTYPE）の事業実施団体）,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu02_02000447.html,2025年8月,2025,8
2025年8月8日,令和8年度の地方財政措置についての各府省への申入れ概要,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei03_02000040.html,2025年8月,2025,8
2025年8月8日,電波法関係審査基準の一部を改正する訓令案等に係る意見募集の結果及びガイドライン改定版の公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000721.html,2025年8月,2025,8
2025年8月8日,電子署名等に係る地方公共団体情報システム機構の認証業務に関する法律施行令の一部を改正する政令（案）に対する意見募集,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei02_02000390.html,2025年8月,2025,8
2025年8月8日,IPネットワーク設備委員会報告（案）に対する意見募集の結果,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban05_02000377.html,2025年8月,2025,8
2025年8月8日,認定時刻認証業務の認定,サイバーセキュリティ統括官室,https://www.soumu.go.jp/menu_news/s-news/01cyber01_02000001_00245.html,2025年8月,2025,8
2025年8月8日,家計調査報告（家計収支編）2025年（令和7年）6月分及び4〜6月期平均,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei07_01000274.html,2025年8月,2025,8
2025年8月7日,APECデジタルAI大臣会合（TELMIN11）の結果,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin08_02000194.html,2025年8月,2025,8
2025年8月7日,「地域の持続可能性の確保に向けた郵便局の利活用推進事業」の公募結果,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu18_02000001_00019.html,2025年8月,2025,8
2025年8月7日,令和7年度「電磁波の健康影響に関する講演会」の開催,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/02kiban16_04000898.html,2025年8月,2025,8
2025年8月7日,危険物の規制に関する規則の一部を改正する省令（案）等に対する意見公募,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001084.html,2025年8月,2025,8
2025年8月7日,令和7年度 給与改定所要額概算,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000401.html,2025年8月,2025,8
2025年8月6日,住民基本台帳に基づく人口、人口動態及び世帯数（令和7年1月1日現在）,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei02_02000389.html,2025年8月,2025,8
2025年8月4日,「安心・安全なメタバースの実現に関する研究会」 報告書2025（案）に対する意見募集,情報通信政策研究所,https://www.soumu.go.jp/menu_news/s-news/01iicp01_02000126.html,2025年8月,2025,8
2025年8月29日,「2024年経済構造実態調査」二次集計結果 産業横断調査（企業等に関する集計）,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei05_01000319.html,2025年8月,2025,8
2025年8月29日,令和8年度総務省所管予算概算要求の概要等,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo04_02000248.html,2025年8月,2025,8
2025年8月29日,令和8年度の地方財政の課題,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei02_02000402.html,2025年8月,2025,8
2025年8月29日,労働力調査（基本集計）2025年（令和7年）7月分,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei04_01000284.html,2025年8月,2025,8
2025年8月29日,2020年基準 消費者物価指数 東京都区部 2025年(令和7年)8月分(中旬速報値),統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei08_01000321.html,2025年8月,2025,8
2025年8月29日,令和7年度全国少年消防クラブ交流大会を開催します,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001086.html,2025年8月,2025,8
2025年8月29日,消防団の組織概要等に関する調査（令和7年度）の結果,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001087.html,2025年8月,2025,8
2025年8月29日,「電気通信事業法の消費者保護ルールに関するガイドライン」の改正案 に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban08_03000445.html,2025年8月,2025,8
2025年8月29日,住民記録システム標準仕様書【第6.1版】の公表,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei02_02000392.html,2025年8月,2025,8
2025年8月29日,「消費者保護ルールの在り方に関する検討会報告書2025（案）」 に対する意見募集の結果及び 「消費者保護ルールの在り方に関する検討会報告書2025」の公表,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban08_03000444.html,2025年8月,2025,8
2025年8月29日,防災拠点となる公共施設等の耐震化推進状況調査結果,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001093.html,2025年8月,2025,8
2025年8月29日,令和7年度総合防災訓練における非常通信訓練等の実施,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban13_02000125.html,2025年8月,2025,8
2025年8月29日,令和7年度8月期における地方譲与税譲与金の譲与,自治税務局,https://www.soumu.go.jp/menu_news/s-news/01zeimu02_02000427.html,2025年8月,2025,8
2025年8月29日,「令和7年度行政相談月間の実施」及び 「令和7年度行政相談委員総務大臣表彰式の開催」,行政評価局,https://www.soumu.go.jp/menu_news/s-news/hyouka_250829000184141.html,2025年8月,2025,8
2025年8月29日,デジタル変革を通じた持続可能な地域社会と強い経済基盤の実現（総務省重点施策2026）,大臣官房,https://www.soumu.go.jp/menu_news/s-news/01kanbo05_02000197.html,2025年8月,2025,8
2025年8月29日,電気通信番号に関する使用状況の公表（令和6年度）,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban06_02000129.html,2025年8月,2025,8
2025年8月29日,令和8年度地方債計画（案）の策定,自治財政局,https://www.soumu.go.jp/menu_news/s-news/01zaisei05_02000243.html,2025年8月,2025,8
2025年8月29日,電波有効利用委員会報告（案）に対する意見募集の結果,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban16_02000370.html,2025年8月,2025,8
2025年8月29日,第1回 日伯デジタル経済対話の結果,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin08_02000195.html,2025年8月,2025,8
2025年8月29日,第二号基礎的電気通信役務の提供に係る第二種交付金及び第二種負担金算定等規則第22条第1項第4号に規定するその他総務大臣が告示する事由を定める告示案等に対する 意見募集の結果,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban07_02000083.html,2025年8月,2025,8
2025年8月29日,令和6年度末における固定端末系伝送路設備の設置状況,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban03_02000994.html,2025年8月,2025,8
2025年8月28日,「自動運転時代の“次世代のITS 通信”研究会」（第3期）の開催,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000727.html,2025年8月,2025,8
2025年8月27日,我が国のインターネットにおけるトラヒックの集計・試算,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban04_02000262.html,2025年8月,2025,8
2025年8月26日,「災害情報伝達手段としてのドローンの活用に関する検討会」の開催,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001090.html,2025年8月,2025,8
2025年8月26日,令和7年7月の熱中症による救急搬送状況,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001091.html,2025年8月,2025,8
2025年8月26日,弾道ミサイルを想定した住民避難訓練の実施,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001089.html,2025年8月,2025,8
2025年8月26日,地方自治法施行規則等の一部を改正する省令（案）に対する意見募集の結果,自治行政局,https://www.soumu.go.jp/menu_news/s-news/01gyosei04_02000151.html,2025年8月,2025,8
2025年8月26日,「放送・配信コンテンツ産業戦略検討チーム取りまとめ」及び意見募集の結果の公表,情報流通行政局,https://www.soumu.go.jp/menu_news/s-news/01ryutsu04_02000239.html,2025年8月,2025,8
2025年8月26日,「日本スタートアップ大賞2025」受賞者の決定,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin03_02000433.html,2025年8月,2025,8
2025年8月26日,「大船渡市林野火災を踏まえた消防防災対策のあり方に関する検討会報告書」の公表,消防庁,https://www.soumu.go.jp/menu_news/s-news/01shoubo01_02001092.html,2025年8月,2025,8
2025年8月26日,「消費者保護ルール実施状況のモニタリング2025年度調査計画」（案）に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban08_03000443.html,2025年8月,2025,8
2025年8月25日,無線局の免許状等のデジタル化等に係る関係省令等の改正案に対する意見募集の結果,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban09_02000551.html,2025年8月,2025,8
2025年8月25日,900MHz帯を使用する新たな無線利用に係る調査等,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000724.html,2025年8月,2025,8
2025年8月25日,株式会社海外通信・放送・郵便事業支援機構の対象事業支援決定の認可,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin06_02000325.html,2025年8月,2025,8
2025年8月22日,第9回アフリカ開発会議（TICAD 9）テーマ別イベント 「デジタルインパクトinアフリカ -通信インフラ普及の重要性と方策-」の 開催結果,国際戦略局,https://www.soumu.go.jp/menu_news/s-news/01tsushin09_02000186.html,2025年8月,2025,8
2025年8月22日,「サービス産業動態統計調査」2025年（令和7年）6月分（速報）,統計局,https://www.soumu.go.jp/menu_news/s-news/01toukei05_01000318.html,2025年8月,2025,8
2025年8月22日,陸上無線通信委員会報告（案）に対する意見募集,総合通信基盤局,https://www.soumu.go.jp/menu_news/s-news/01kiban14_02000723.html,2025年8月,2025,8
